X_Coord,Y_Coord,B,G,R,H,S,V,label,hour
2373,3030,0.563015521,0.844531,0.799177647,69.66625977,0.333339453,215.3554077,floral,9
2366,3026,0.514109194,0.895021856,0.725756109,86.66213226,0.425590366,228.2305756,floral,9
2372,3052,0.507356405,0.939639628,0.842650831,73.4618454,0.460052133,239.6081085,floral,9
2358,3053,0.52105695,0.870454371,0.851978004,63.17284012,0.401396602,221.9658661,floral,9
2352,3053,0.394339979,0.693118632,0.489299715,100.9304123,0.431064248,176.7452545,floral,9
2327,3051,0.259745151,0.547011733,0.409832984,88.65187073,0.52515614,139.4879913,floral,9
2341,3032,0.418206453,0.5484007,0.388319135,131.2020416,0.291906208,139.8421783,floral,9
2356,3018,0.459436387,0.750144839,0.45842275,120.2084808,0.388887703,191.2869415,floral,9
2347,2995,0.435104638,0.736145139,0.680171192,71.15609741,0.408941776,187.7170105,floral,9
2356,2989,0.512190938,0.805945635,0.675478399,86.64820099,0.364484519,205.5161438,floral,9
2356,2977,0.495306134,0.799540877,0.655562758,88.39480591,0.380511791,203.8829193,floral,9
2356,2958,0.527213156,0.843225062,0.646823108,97.29010773,0.374765754,215.0223846,floral,9
2346,2961,0.364470661,0.684707284,0.435566396,106.6794052,0.467698574,174.6003571,floral,9
2376,2969,0.564613044,0.860558093,0.700595319,92.43090057,0.343898922,219.4423065,floral,9
2366,2962,0.499787182,0.769988656,0.587267816,100.5743561,0.350916177,196.3471069,floral,9
2349,2984,0.510263264,0.759292483,0.648602724,86.66910553,0.327975392,193.6195831,floral,9
2357,3007,0.447218984,0.759176433,0.517327368,106.5157852,0.410915643,193.5899963,floral,9
2350,3005,0.504832864,0.818657398,0.627301097,96.58534241,0.383340508,208.7576294,floral,9
2378,3061,0.469502002,0.917260289,0.777048111,78.78855133,0.488147467,233.9013672,floral,9
2369,3068,0.44440189,0.857371688,0.768523455,72.90867615,0.481669515,218.629776,floral,9
2362,3067,0.414555043,0.852800429,0.632068396,90.22032928,0.51388973,217.4641113,floral,9
2363,3073,0.417413205,0.752952099,0.582452834,90.48814392,0.445631146,192.0027924,floral,9
2350,3072,0.434936792,0.709370732,0.610265136,81.66764069,0.38686958,180.8895416,floral,9
2349,3083,0.523918211,0.870966136,0.769584239,77.52758026,0.39846319,222.0963593,floral,9
2352,3086,0.40658167,0.755841076,0.5422948,96.68556213,0.462080449,192.7394714,floral,9
2358,3081,0.479274422,0.791182995,0.638574362,89.35642242,0.394230604,201.7516632,floral,9
2356,3093,0.444168866,0.705435276,0.668070436,68.58087158,0.370362014,179.8860016,floral,9
2363,3092,0.517455697,0.67653507,0.660216928,66.15472412,0.235138431,172.516449,floral,9
2343,3114,0.35116896,0.759453595,0.572373986,87.49252319,0.53760308,193.6606598,floral,9
2358,2926,0.524536788,0.891429842,0.713132083,89.15799713,0.411578149,227.3146057,floral,9
2354,2936,0.489145756,0.827103138,0.804162085,64.07289124,0.408603668,210.9113007,floral,9
2351,2941,0.349064648,0.630436122,0.568177879,73.27602386,0.446312457,160.7612152,floral,9
2347,2942,0.510135055,0.766840577,0.675995946,81.23319244,0.334757328,195.544342,floral,9
2333,2947,0.438164413,0.793775499,0.578157365,96.37987518,0.447999567,202.4127502,floral,9
2349,2950,0.394596457,0.598638535,0.510673404,85.86675262,0.340843588,152.652832,floral,9
2367,2942,0.424319744,0.79865104,0.625135243,87.81212616,0.468704462,203.6560211,floral,9
2371,2953,0.494324684,0.810833693,0.715238273,78.12184143,0.390350074,206.7625885,floral,9
2371,2947,0.496358097,0.76232475,0.694848418,75.22213745,0.348888904,194.392807,floral,9
2333,2930,0.48351416,0.730887592,0.523821354,110.2235565,0.338456213,186.3763428,floral,9
2628,5956,0.397084385,0.752486169,0.678741097,72.44986725,0.47230342,191.8839722,floral,9
2629,5956,0.397808403,0.821460903,0.552971125,98.02500153,0.515730619,209.4725342,floral,9
2645,5953,0.421990901,0.726346612,0.592230916,86.43926239,0.419022679,185.2183838,floral,9
2642,5950,0.431532055,0.709500492,0.59078455,85.62505341,0.391780466,180.9226227,floral,9
2647,5973,0.530592263,0.923406601,0.657043695,100.6853104,0.425396949,235.468689,floral,9
2606,5976,0.404741824,0.676714897,0.584740102,80.29057312,0.40190199,172.5623016,floral,9
2608,5979,0.367759228,0.69980675,0.486331671,98.5743103,0.474484563,178.4507141,floral,9
2618,5961,0.42618677,0.91555208,0.630285442,94.97590637,0.534502983,233.4657745,floral,9
2615,5953,0.35932076,0.820333064,0.412227064,113.1143265,0.561981857,209.1849365,floral,9
2603,5956,0.420345247,0.806290925,0.553214908,99.34377289,0.478668004,205.604187,floral,9
2597,5970,0.451265991,0.769559026,0.506179988,109.648407,0.413604438,196.2375488,floral,9
2644,5963,0.508672774,0.857629955,0.585213065,106.8395996,0.406885445,218.6956329,floral,9
2636,5974,0.519332826,0.804687083,0.591444552,104.8374329,0.354615182,205.1952057,floral,9
2629,5991,0.375298321,0.692581773,0.463663667,103.2896423,0.458116949,176.6083527,floral,9
2622,5994,0.421951771,0.709848523,0.540891886,95.21192169,0.405574888,181.0113678,floral,9
2599,5996,0.415452957,0.762035131,0.569575429,93.31845856,0.454811245,194.3189545,floral,9
2605,5996,0.381211102,0.704397023,0.539795697,90.55850983,0.458812177,179.6212463,floral,9
2600,6012,0.532879353,0.96748662,0.660255373,102.4150162,0.4492127,246.7090912,floral,9
2640,6007,0.466822624,0.665945411,0.526499748,102.0180054,0.299007684,169.8160858,floral,9
2642,5989,0.577023327,0.827817798,0.604188502,113.5010071,0.302958548,211.0935364,floral,9
2635,5987,0.507831156,0.799755812,0.560793042,109.1146088,0.365017205,203.9377289,floral,9
2653,5956,0.454349101,0.756133497,0.455025375,119.8655472,0.399115205,192.8140411,floral,9
2651,5959,0.384380966,0.718382359,0.423668295,112.942421,0.464935422,183.1875,floral,9
2631,6105,0.507813752,0.862935364,0.584772766,106.9972992,0.411527485,220.0485229,floral,9
2643,6081,0.50686574,0.774192691,0.635075033,91.22415924,0.345297724,197.4191437,floral,9
2624,6073,0.404285729,0.813707769,0.498698384,106.1640091,0.503156126,207.4954834,floral,9
2644,6062,0.355035275,0.679800987,0.470229357,98.71806335,0.477736473,173.3492584,floral,9
2651,6065,0.488921016,0.77583617,0.443031967,128.2731628,0.428961962,197.8382263,floral,9
2620,6067,0.479923904,0.852107465,0.545354068,109.4519501,0.436780065,217.2873993,floral,9
2614,6102,0.413818657,0.859394431,0.467085868,112.8271866,0.518476486,219.1455841,floral,9
2626,6032,0.494259566,0.846270561,0.533433557,113.3228226,0.415955633,215.798996,floral,9
2950,6281,0.550951302,0.99999994,0.757546544,92.39561462,0.449048668,254.9999847,floral,9
2957,6277,0.51726234,0.830686331,0.644062042,95.72622681,0.377307236,211.8250122,floral,9
2958,6291,0.605784714,0.935781419,0.775858998,89.07710266,0.352642953,238.6242676,floral,9
2977,6282,0.639083087,0.999272466,0.785323322,95.63944244,0.360451639,254.8144836,floral,9
2940,6297,0.686143517,0.929000676,0.839121044,82.20555878,0.261417627,236.8951721,floral,9
2946,6301,0.532400966,0.87498939,0.752595782,81.4356842,0.391534358,223.1222992,floral,9
2947,6293,0.556189001,0.913506031,0.683153033,98.68044281,0.391149014,232.9440308,floral,9
2948,6310,0.597666264,0.99999994,0.854692876,81.66963196,0.402333707,254.9999847,floral,9
2942,6313,0.561766028,0.817432046,0.675023139,93.42068481,0.312767327,208.4451752,floral,9
2913,6292,0.561702728,0.925404727,0.687355876,99.27097321,0.393019408,235.9782104,floral,9
2917,6293,0.546348095,0.751864731,0.70525074,73.60882568,0.27334255,191.7255096,floral,9
2917,6300,0.467137456,0.888279259,0.664631486,91.86306,0.474109709,226.5112152,floral,9
2933,6278,0.551683605,0.957021713,0.771672428,87.43624878,0.423541188,244.0405426,floral,9
2931,6269,0.567646503,0.887125194,0.837934971,69.23821259,0.360128045,226.2169189,floral,9
2951,6262,0.50873971,0.907389462,0.652549565,98.35545349,0.439336985,231.3843079,floral,9
2975,6258,0.712717295,0.99999994,0.793799818,103.0656204,0.287282676,254.9999847,floral,9
2967,6267,0.635863781,0.99999994,0.800744295,92.83206177,0.364136189,254.9999847,floral,9
2951,6234,0.558590114,0.927844524,0.662356496,103.1390381,0.39797017,236.6003571,floral,9
2910,6257,0.584919512,0.959726155,0.998575509,54.36497879,0.414246053,254.6367493,floral,9
2962,6258,0.556635976,0.901418209,0.673665881,99.63411713,0.382488698,229.8616486,floral,9
2952,6289,0.642300665,0.861362755,0.837558746,66.51979828,0.254320383,219.6475067,floral,9
2937,6280,0.46848166,0.686567247,0.618512273,78.72337341,0.317646354,175.074646,floral,9
2941,6252,0.563936591,0.925505698,0.669727981,102.4446182,0.390671939,236.003952,floral,9
2920,6230,0.560840726,0.807210565,0.604584336,109.3468475,0.305211365,205.8386993,floral,9
2947,6225,0.498474211,0.730516374,0.511868656,116.5365524,0.317641288,186.2816772,floral,9
2960,6233,0.610101759,0.911472738,0.634709775,115.1007767,0.330641836,232.4255524,floral,9
2949,6237,0.510200381,0.877342403,0.608295083,103.9689255,0.418470562,223.7223053,floral,9
2942,6273,0.42101261,0.685688376,0.575792968,84.91246033,0.386000097,174.8505402,floral,9
2946,6275,0.479014337,0.734127223,0.603871644,90.63480377,0.347504973,187.2024384,floral,9
2919,6284,0.558835804,0.798066258,0.671409905,91.76595306,0.299762666,203.506897,floral,9
2926,6293,0.488779813,0.73736769,0.574644804,99.27534485,0.337128788,188.0287628,floral,9
2974,6245,0.417202741,0.677891135,0.520942688,96.12322235,0.384557933,172.8622437,floral,9
2950,6257,0.573062897,0.82465446,0.693980277,91.163414,0.305087209,210.2868805,floral,9
4768,5525,0.548386037,0.881426334,0.741749287,85.16398621,0.377842456,224.7637177,floral,9
4766,5513,0.546044469,0.834261775,0.572115242,114.5726776,0.345475912,212.7367554,floral,9
4762,5551,0.443238527,0.826231301,0.603432417,94.90388489,0.463541836,210.6889801,floral,9
4753,5552,0.427590281,0.793113351,0.577993155,95.31161499,0.46087119,202.2439117,floral,9
4749,5553,0.479201764,0.868860602,0.488241941,118.6079865,0.44847104,221.5594482,floral,9
4775,5586,0.482777327,0.829792023,0.67064625,87.51683044,0.418194801,211.5969696,floral,9
4781,5598,0.511763155,0.954512715,0.673389554,98.09690857,0.463848799,243.4007416,floral,9
4768,5595,0.519387186,0.901548147,0.671452701,96.12541962,0.423894137,229.8947754,floral,9
4805,5616,0.548806489,0.924313903,0.702186882,95.49230194,0.406255305,235.7000427,floral,9
4791,5616,0.452008784,0.802929997,0.591666281,96.12155914,0.437050819,204.7471466,floral,9
4783,5576,0.376731008,0.785572231,0.48901704,103.5213242,0.520437479,200.3209229,floral,9
4777,5576,0.468772918,0.785067379,0.443740577,124.4002991,0.434773892,200.1921844,floral,9
4790,5537,0.391116172,0.846937299,0.529394448,101.7983475,0.538199365,215.9690094,floral,9
4779,5540,0.4521043,0.782132804,0.494095474,112.3658981,0.421959668,199.4438629,floral,9
4767,5534,0.546901405,0.99999994,0.627886653,109.2758026,0.453098565,254.9999847,floral,9
4751,5539,0.505232036,0.800225377,0.573710382,106.0718842,0.3686378,204.0574646,floral,9
4761,5581,0.502753377,0.876437247,0.524418712,116.5213394,0.426366925,223.4915009,floral,9
4190,5114,0.41037634,0.769017696,0.586055636,90.60919952,0.466362953,196.0995178,floral,9
4211,5114,0.499482036,0.781735599,0.581241071,102.6200867,0.361060113,199.3425751,floral,9
4196,5143,0.528318405,0.844202816,0.580504119,110.0876923,0.374180704,215.2717133,floral,9
4110,2400,0.532940269,0.976394534,0.277493954,141.9298401,0.715797305,248.9806061,vegetative,9
4114,2390,0.223684222,0.381551594,0.156722039,137.8701172,0.589250743,97.2956543,vegetative,9
4105,2381,0.221167862,0.334736764,0.123160526,147.7934875,0.632067502,85.35787201,vegetative,9
4110,2371,0.236773863,0.340490967,0.145504847,148.0847778,0.572661638,86.82519531,vegetative,9
4140,2386,0.215684518,0.253077298,0.165895417,154.2656708,0.34448716,64.53471375,vegetative,9
4145,2408,0.180391267,0.254959822,0.124605477,145.6773071,0.51127404,65.01475525,vegetative,9
4136,2432,0.358369708,0.490960151,0.259275764,145.6626587,0.471900612,125.1948395,vegetative,9
4131,2455,0.318609178,0.406750172,0.23582837,149.0591888,0.420213223,103.7212906,vegetative,9
4165,2453,0.235627353,0.312864095,0.137317955,153.6012268,0.561093926,79.7803421,vegetative,9
4185,2451,0.283107996,0.364038378,0.197056323,150.9200897,0.458693564,92.82978821,vegetative,9
4193,2433,0.327274621,0.45359996,0.223067939,147.1216125,0.508227587,115.6679916,vegetative,9
4200,2462,0.388180166,0.708947003,0.247716948,138.2724304,0.650584698,180.7814789,vegetative,9
4207,2474,0.407575548,0.829709828,0.261910945,135.3925476,0.684334278,211.576004,vegetative,9
4188,2522,0.405213594,0.477017611,0.256094664,160.4989014,0.463133723,121.6394882,vegetative,9
4176,2537,0.283539921,0.352615416,0.178284377,156.2260895,0.494394243,89.91693115,vegetative,9
4169,2551,0.223408937,0.300443858,0.152106404,148.840683,0.493727684,76.61318207,vegetative,9
4150,2557,0.250161707,0.303233922,0.155997887,158.3726044,0.485552669,77.32465363,vegetative,9
4134,2560,0.414234489,0.592579663,0.266504943,147.1832581,0.550263107,151.1078186,vegetative,9
4122,2568,0.266453803,0.339349687,0.178244516,152.8515625,0.474746794,86.53417206,vegetative,9
4113,2574,0.283043087,0.408252418,0.202724501,143.4474945,0.503433466,104.1043701,vegetative,9
4108,2586,0.20570159,0.234338507,0.134272322,162.8292084,0.427015573,59.75632095,vegetative,9
4105,2588,0.249914497,0.310237646,0.17230469,153.7597961,0.444604218,79.11060333,vegetative,9
4101,2599,0.282031596,0.381861925,0.212318137,144.6709595,0.443992406,97.37479401,vegetative,9
4116,2610,0.293644696,0.382718146,0.223629177,146.4061737,0.415681779,97.59312439,vegetative,9
4107,2620,0.355604947,0.55135864,0.249595135,141.078064,0.547308922,140.5964508,vegetative,9
4154,2619,0.379528761,0.399297386,0.228650838,173.0492706,0.427367032,101.8208313,vegetative,9
4159,2599,0.292630196,0.324670374,0.178534985,166.8450012,0.450103879,82.79094696,vegetative,9
4168,2597,0.299946696,0.403578103,0.212645784,147.434082,0.473098814,102.9124146,vegetative,9
4125,2110,0.340693831,0.328350782,0.261836231,189.3914185,0.231461778,86.87693024,vegetative,9
4101,2096,0.241297364,0.234054163,0.182108596,187.3424683,0.245293885,61.53082657,vegetative,9
4099,2075,0.30580923,0.308353037,0.216647834,178.3356476,0.297403306,78.63002777,vegetative,9
4109,2050,0.22317335,0.207126632,0.16278477,195.9434509,0.270590425,56.90920258,vegetative,9
4077,2093,0.259964436,0.253933936,0.235468015,194.770752,0.094229929,66.2909317,vegetative,9
4069,2094,0.364349455,0.388720781,0.275495291,167.0852356,0.29127723,99.12380219,vegetative,9
4084,2106,0.396106601,0.328056693,0.287800938,217.6988068,0.273425609,101.0071869,vegetative,9
4120,2118,0.402177811,0.36425212,0.307373822,204.002594,0.235726565,102.5553436,vegetative,9
4143,2103,0.270754427,0.256642103,0.198609382,191.7366486,0.266459346,69.04238129,vegetative,9
4139,2095,0.350280941,0.370598137,0.244746849,170.3137054,0.339589655,94.50252533,vegetative,9
4134,2079,0.26304704,0.241085455,0.185730681,197.0429077,0.293925971,67.07699585,vegetative,9
4122,2067,0.282822371,0.248668864,0.199431181,204.5734711,0.294853598,72.1197052,vegetative,9
4121,2042,0.181628823,0.191061512,0.125127852,171.4161987,0.345091254,48.72068405,vegetative,9
4112,2030,0.252769351,0.24652943,0.176470831,184.9069824,0.301850379,64.45618439,vegetative,9
3814,2189,0.254365802,0.312997013,0.142705008,159.3421173,0.544069111,79.8142395,vegetative,9
3818,2159,0.318488657,0.334058225,0.214580908,172.1811676,0.357654154,85.18484497,vegetative,9
3815,2143,0.384646088,0.593306065,0.233130619,145.2402802,0.607065201,151.293045,vegetative,9
3821,2112,0.280024886,0.363521248,0.14643015,156.9231415,0.597189605,92.69792175,vegetative,9
3806,2098,0.341897964,0.37685445,0.22608684,166.0885925,0.400068521,96.09788513,vegetative,9
3803,2087,0.446731418,0.436391592,0.262785941,183.3726807,0.411758542,113.9165115,vegetative,9
3832,2096,0.379952639,0.423974603,0.223498523,166.8247681,0.47284928,108.1135254,vegetative,9
3838,2113,0.406731218,0.491768062,0.240020692,159.7328186,0.511922956,125.400856,vegetative,9
3837,2136,0.313821256,0.412636042,0.198484138,152.3145752,0.518984973,105.2221909,vegetative,9
3839,2165,0.361037284,0.434528321,0.246837571,156.5067596,0.43194136,110.8047256,vegetative,9
3833,2193,0.353101045,0.445271999,0.2198814,155.4636688,0.506186306,113.5443573,vegetative,9
3829,2213,0.310880572,0.342174441,0.214571297,165.2853699,0.372918427,87.25448608,vegetative,9
3829,2266,0.327952862,0.378797531,0.211694032,161.7437744,0.441141963,96.59336853,vegetative,9
3825,2297,0.508577645,0.598106265,0.443285406,145.3036499,0.258851767,152.5171051,vegetative,9
3834,2330,0.334463596,0.434163272,0.248774603,147.7327576,0.427002192,110.7116318,vegetative,9
3832,2349,0.380737156,0.421726853,0.275896311,163.1353455,0.345793784,107.5403442,vegetative,9
3832,2371,0.287903845,0.349844873,0.185007662,157.4537506,0.471172303,89.21044159,vegetative,9
3833,2395,0.321737885,0.377337515,0.199609697,161.2298431,0.471004903,96.22106934,vegetative,9
3818,2456,0.205601603,0.245794207,0.128824279,159.3831024,0.475885659,62.67752457,vegetative,9
3827,2523,0.230792537,0.24872385,0.129014745,171.012558,0.481293201,63.42458344,vegetative,9
3486,2469,0.631653368,0.840416849,0.360477597,153.9012604,0.571072876,214.3062897,vegetative,9
3512,2481,0.439422607,0.675600827,0.235394716,147.80896,0.651577234,172.2782135,vegetative,9
3516,2496,0.268638492,0.371324867,0.158929646,150.9918976,0.571992993,94.68784332,vegetative,9
3542,2520,0.278462768,0.366234332,0.180418029,151.6585999,0.507369995,93.38975525,vegetative,9
3570,2533,0.143093482,0.209800228,0.096495397,144.6757813,0.54006058,53.49905777,vegetative,9
3586,2548,0.140579596,0.1931234,0.08994405,149.4451599,0.534266472,49.24646759,vegetative,9
3602,2570,0.240674257,0.281044573,0.152667716,161.1319733,0.456784695,71.66636658,vegetative,9
3602,2580,0.28315416,0.33880052,0.163766503,160.9249573,0.516628504,86.39413452,vegetative,9
3594,2584,0.211353168,0.25757736,0.121172383,159.667511,0.52956897,65.68222809,vegetative,9
3580,2576,0.175416335,0.22926639,0.097668953,155.4478302,0.573993564,58.46292877,vegetative,9
3566,2567,0.250767559,0.333884329,0.134313256,155.0113831,0.597725153,85.14050293,vegetative,9
3546,2562,0.350258291,0.54698354,0.17977947,147.8557129,0.671325624,139.4808044,vegetative,9
3542,2577,0.154007137,0.209928378,0.112964593,145.3966217,0.461889863,53.53173828,vegetative,9
3587,2600,0.200058147,0.276565045,0.153768986,142.6175842,0.444004267,70.524086,vegetative,9
3568,2602,0.168225899,0.209445074,0.096572377,158.089035,0.538913131,53.40849304,vegetative,9
3563,2607,255,255,255,151.7218018,0.479875267,53.37930679,vegetative,9
3563,2610,255,255,255,150.6376343,0.463975698,65.14995575,vegetative,9
3234,1787,0.34934634,0.425366908,0.29167065,145.883606,0.314308077,108.4685593,vegetative,9
3192,1785,0.288776636,0.321768731,0.192009747,164.7445984,0.403267831,82.05102539,vegetative,9
3192,1751,0.313223839,0.377395689,0.219622761,155.595871,0.418057054,96.23590088,vegetative,9
3191,1803,0.435528874,0.549124181,0.326827735,149.3395081,0.404820025,140.0266724,vegetative,9
3230,1841,0.279522926,0.358028799,0.236448571,141.2572479,0.339582264,91.29734039,vegetative,9
3210,1876,0.309188396,0.42817378,0.215448245,146.439743,0.496820509,109.1843109,vegetative,9
3202,1902,0.359258831,0.464208543,0.285037607,144.8548889,0.385970742,118.3731766,vegetative,9
3214,1942,0.329286128,0.531340957,0.259294063,135.4367676,0.51200062,135.4919434,vegetative,9
3260,1941,0.520315409,0.633754671,0.399164051,150.9862518,0.370159954,161.6074371,vegetative,9
3260,1906,0.315900981,0.393732667,0.275029123,140.6591187,0.301482648,100.4018326,vegetative,9
3231,2058,0.454596519,0.629002213,0.243606821,152.8477783,0.612709165,160.3955688,vegetative,9
3247,2046,0.19072482,0.256292075,0.149302915,143.229599,0.41745013,65.35447693,vegetative,9
3253,2094,0.284110576,0.337453216,0.180600345,159.5951538,0.46481365,86.05056763,vegetative,9
3253,2134,0.282051623,0.368831813,0.180470228,152.3573608,0.510697722,94.05210876,vegetative,9
3271,2156,0.364771873,0.422921509,0.195732415,164.6428375,0.537189722,107.844986,vegetative,9
3267,2189,0.419903785,0.537526309,0.242349014,156.0911407,0.549140215,137.0692139,vegetative,9
3262,2214,0.245798111,0.358778924,0.148143873,147.8170929,0.587088704,91.48862457,vegetative,9
3259,2250,0.403991729,0.52979362,0.232369214,154.6217499,0.561396718,135.0973663,vegetative,9
3251,2261,0.266962796,0.388140142,0.152861729,149.0977173,0.606168747,98.97573853,vegetative,9
4124,1351,0.468896747,0.541808426,0.329167336,159.4268341,0.392465472,138.1611481,vegetative,9
4123,1361,0.38387239,0.438593,0.295835227,157.0013428,0.325490355,111.841217,vegetative,9
4117,1368,0.445513606,0.498540491,0.296994686,164.2139435,0.404271692,127.1278229,vegetative,9
4116,1388,0.358866841,0.400423557,0.253078014,163.0778503,0.367974192,102.1080093,vegetative,9
4108,1400,0.268946558,0.287895918,0.237230465,157.5594482,0.175985351,73.41345978,vegetative,9
4104,1410,0.25110811,0.250422388,0.205861449,180.9093323,0.18018797,64.03256989,vegetative,9
4074,1573,0.396429121,0.437451959,0.342174351,154.1663208,0.217801258,111.5502472,vegetative,9
4083,1564,0.22397162,0.257345617,0.179460898,154.2897034,0.302646399,65.6231308,vegetative,9
4097,1567,0.391198248,0.463849187,0.309853166,151.6937103,0.331995875,118.2815399,vegetative,9
4096,1582,0.356196791,0.40571329,0.303691387,150.8789063,0.251462996,103.4568863,vegetative,9
4099,1602,0.400430888,0.575334311,0.297546297,142.2222595,0.482828885,146.7102509,vegetative,9
4098,1619,0.620275736,0.552257836,0.407992274,199.2246552,0.342240483,158.1703186,vegetative,9
4099,1635,0.300015002,0.298356146,0.21691671,181.1977386,0.2769804,76.50382233,vegetative,9
4106,1655,0.367874026,0.430572212,0.285044342,154.1500244,0.337987125,109.7959137,vegetative,9
4106,1670,0.250718445,0.26003176,0.204679891,169.9046173,0.212865815,66.30809784,vegetative,9
4103,1689,0.38675189,0.377957165,0.263909608,184.2956238,0.317625552,98.62173462,vegetative,9
4098,1782,0.323221952,0.351297379,0.206654727,168.3538818,0.411738485,89.58083344,vegetative,9
4100,1811,0.261543721,0.256523609,0.164050117,183.0895081,0.372762173,66.69364929,vegetative,9
4106,1825,0.299555957,0.300032258,0.165815696,179.7870789,0.447340459,76.50822449,vegetative,9
4100,1847,0.224491894,0.260005683,0.156955034,159.322525,0.396340042,66.30145264,vegetative,9
4092,1862,0.202806592,0.221019074,0.156935319,162.9481049,0.289946735,56.35986328,vegetative,9
4104,1890,0.354526877,0.406536818,0.241192579,161.1266632,0.406714022,103.6668854,vegetative,9
4192,1808,0.202276319,0.239829838,0.15557459,153.257309,0.351312608,61.15660858,vegetative,9
4199,1813,0.289247215,0.293119103,0.193976834,177.6567841,0.338232011,74.74536896,vegetative,9
4215,1830,0.329012692,0.371920884,0.239709914,160.5274048,0.355481476,94.83982849,vegetative,9
4217,1852,0.316863179,0.360624343,0.244961813,157.2988739,0.32072854,91.95920563,vegetative,9
4183,1863,0.234531507,0.257465541,0.170440644,164.1879578,0.33800596,65.65370941,vegetative,9
4184,1873,0.362328857,0.416903645,0.258906931,159.2749634,0.378976554,106.3104324,vegetative,9
4192,1841,0.231770948,0.253770739,0.164204702,165.2624054,0.352940768,64.71154022,vegetative,9
4175,1830,0.156206325,0.165957496,0.106098376,170.2258759,0.360689431,42.31916046,vegetative,9
5100,2536,0.379142463,0.481210738,0.265917987,151.5545654,0.447398037,122.7087402,vegetative,9
5100,2550,0.504366815,0.749158382,0.357881963,142.462616,0.522287965,191.0353851,vegetative,9
5101,2569,0.346446127,0.527124345,0.274908304,137.0182343,0.478475422,134.4167023,vegetative,9
5099,2599,0.4612526,0.724363089,0.350245208,137.8030548,0.51647836,184.7125854,vegetative,9
5099,2615,0.274460077,0.403622746,0.192851946,143.2313385,0.522197545,102.9237976,vegetative,9
5098,2649,0.450837761,0.535189152,0.328798234,155.4781647,0.385641068,136.4732361,vegetative,9
5098,2674,0.290189922,0.425031245,0.240054309,136.2622223,0.435207844,108.3829651,vegetative,9
5099,2698,0.488799304,0.62711823,0.395058036,144.2371368,0.370042175,159.9151459,vegetative,9
5098,2718,0.286903322,0.376246721,0.244076639,139.4416199,0.351285696,95.94291687,vegetative,9
5097,2738,0.45071131,0.531716645,0.317434549,157.3181305,0.403000534,135.587738,vegetative,9
5094,2760,0.298588127,0.356180608,0.211414605,156.1300964,0.4064399,90.82605743,vegetative,9
5096,2775,0.468248099,0.559638977,0.366729587,151.5749817,0.344703317,142.7079468,vegetative,9
5095,2790,0.408026218,0.510336757,0.301368296,150.624115,0.40947172,130.1358795,vegetative,9
